ID,http://www.okkam.org/ontology_restaurant2.owl#name,http://www.okkam.org/ontology_restaurant2.owl#has_address,http://www.okkam.org/ontology_restaurant2.owl#phone_number,http://www.okkam.org/ontology_restaurant2.owl#has_category
http://www.okkam.org/oaie/restaurant2-Restaurant668,nicky blair's,http://www.okkam.org/oaie/restaurant2-address668,702-792-9900,http://www.okkam.org/oaie/restaurant2-category668
http://www.okkam.org/oaie/restaurant2-Restaurant667,morton's of chicago (las vegas),http://www.okkam.org/oaie/restaurant2-address667,702-893-0703,http://www.okkam.org/oaie/restaurant2-category667
http://www.okkam.org/oaie/restaurant2-Restaurant321,pamir,http://www.okkam.org/oaie/restaurant2-address321,212/644-9258,http://www.okkam.org/oaie/restaurant2-category321
http://www.okkam.org/oaie/restaurant2-Restaurant669,piero's restaurant,http://www.okkam.org/oaie/restaurant2-address669,702-369-2305,http://www.okkam.org/oaie/restaurant2-category669
http://www.okkam.org/oaie/restaurant2-Restaurant320,palio,http://www.okkam.org/oaie/restaurant2-address320,212/245-4850,http://www.okkam.org/oaie/restaurant2-category320
http://www.okkam.org/oaie/restaurant2-Restaurant323,patria,http://www.okkam.org/oaie/restaurant2-address323,212/777-6211,http://www.okkam.org/oaie/restaurant2-category323
http://www.okkam.org/oaie/restaurant2-Restaurant322,parioli romanissimo,http://www.okkam.org/oaie/restaurant2-address322,212/288-2391,http://www.okkam.org/oaie/restaurant2-category322
http://www.okkam.org/oaie/restaurant2-Restaurant469,faz,http://www.okkam.org/oaie/restaurant2-address469,415/362-0404,http://www.okkam.org/oaie/restaurant2-category469
http://www.okkam.org/oaie/restaurant2-Restaurant325,pen & pencil,http://www.okkam.org/oaie/restaurant2-address325,212/682-8660,http://www.okkam.org/oaie/restaurant2-category325
http://www.okkam.org/oaie/restaurant2-Restaurant324,peacock alley,http://www.okkam.org/oaie/restaurant2-address324,212/872-4895,http://www.okkam.org/oaie/restaurant2-category324
http://www.okkam.org/oaie/restaurant2-Restaurant660,fiore rotisserie & grille,http://www.okkam.org/oaie/restaurant2-address660,702-252-7702,http://www.okkam.org/oaie/restaurant2-category660
http://www.okkam.org/oaie/restaurant2-Restaurant327,persepolis,http://www.okkam.org/oaie/restaurant2-address327,212/535-1100,http://www.okkam.org/oaie/restaurant2-category327
http://www.okkam.org/oaie/restaurant2-Restaurant271,ipanema,http://www.okkam.org/oaie/restaurant2-address271,212/730-5848,http://www.okkam.org/oaie/restaurant2-category271
