id,name
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00634","Sulfacetamide"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00484","Brimonidine"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00783","Estradiol"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01220","Rifaximin"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00776","Oxcarbazepine"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00687","Fludrocortisone"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00051","Adalimumab"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00315","Zolmitriptan"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB03323","Maltose"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00054","Abciximab"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00741","Hydrocortisone"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00074","Basiliximab"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01170","Guanethidine"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00846","Flurandrenolide"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB06439","Tyloxapol"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00597","Gadoteridol"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00775","Tirofiban"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00934","Maprotiline"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00410","Mupirocin"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00261","Anagrelide"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00198","Oseltamivir"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00756","Hexachlorophene"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00134","L-Methionine"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00600","Monobenzone"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00313","Valproic Acid"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00201","Caffeine"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01167","Itraconazole"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00996","Gabapentin"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00112","Bevacizumab"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00252","Phenytoin"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00339","Pyrazinamide"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00543","Amoxapine"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00570","Vinblastine"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB02731","Thimerosal"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01627","Lincomycin"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00790","Perindopril"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00755","Tretinoin"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00868","Benzonatate"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00211","Midodrine"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00231","Temazepam"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00889","Granisetron"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01205","Flumazenil"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01004","Ganciclovir"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00333","Methadone"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01039","Fenofibrate"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00752","Tranylcypromine"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00264","Metoprolol"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00586","Diclofenac"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01172","Kanamycin"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00216","Eletriptan"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00429","Carboprost Tromethamine"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01395","Drospirenone"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00068","Interferon beta-1b"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00537","Ciprofloxacin"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00489","Sotalol"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00369","Cidofovir"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00763","Methimazole"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00128","L-Aspartic Acid"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01378","Magnesium"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00081","Tositumomab"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB04173","Fructose"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00772","Malathion"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00108","Natalizumab"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01216","Finasteride"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01047","Fluocinonide"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00020","Sargramostim"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01274","Arformoterol"
"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01390","Sodium bicarbonate"
